propertyzip	squarefeet	latitude	longitude	altitude (m)	noofstories	improvementmarketvalue	totalmarketvalue	marketvalueyear
77554	6229	29.195109	-94.986909	2.6	1	212910	366000	2018
77551	5968	29.284255	-94.819307	1.5	1	138640	163390	2018
77550	4051	29.291146	-94.805477	1.5	1	103470	118620	2018
77550	3441	29.296703	-94.798817	1.1	1	56030	66990	2018
77551	2962	29.278627	-94.826298	2.2	1	135130	147510	2018
77554	4269	29.292642	-94.864072	1.5	1	41740	56790	2018
77550	2570	29.307593	-94.774757	3.5	1	81190	90730	2018
77551	4966	29.276479	-94.829786	2.4	1	31070	38000	2018
77550	5968	29.317988	-94.770551	1.5	1	120090	146330	2018
77554	6142	29.203014	-94.935801	3.2	1	128260	303260	2018
77554	6360	29.148303	-95.046517	4.4	1	137750	292880	2018
77550	6186	29.314566	-94.767693	1.9	1	196220	216720	2018
77550	5140	29.296793	-94.783868	1.5	1	102620	121780	2018
77550	3398	29.286101	-94.796184	1.3	1	117900	130610	2018
77550	5140	29.284251	-94.810502	1	1	135480	154560	2018
77551	10716	29.268357	-94.846881	1.6	1	200540	235560	2018
77554	6273	29.194793	-94.985868	1.5	1	134940	289130	2018
77554	6316	29.203147	-94.94088	3.1	1	159960	235600	2018
77554	17468	29.124797	-95.068782	2.7	1	100330	130960	2018
77550	5140	29.303804	-94.775199	2.1	1	129400	164230	2018
77550	5140	29.294462	-94.801656	0.5	1	79620	95810	2018
77550	2004	29.288177	-94.801997	1.5	1	69530	77000	2018
77550	3620	29.298202	-94.808294	2.1	1	34340	45740	2018
77550	1176	29.3011	-94.778654	1.8	1	38330	42110	2018
77550	5097	29.286146	-94.797653	1.5	1	149220	168290	2018
77550	4138	29.296643	-94.798988	3.8	1	104400	117500	2018
77551	6839	29.2779	-94.841575	1.5	1	53190	63660	2018
77550	3398	29.285593	-94.802939	1.5	1	138560	151300	2018
77550	2962	29.286892	-94.800252	1.6	1	130460	141590	2018
77554	6229	29.143818	-95.043601	0.1	1	138610	166920	2018
77554	27007	29.237405	-94.906146	1.9	1	121120	158920	2018
77551	4617	29.275962	-94.844514	2.2	1	130460	153600	2018
77554	6098	29.129115	-95.061101	2.7	1	134320	159820	2018
77554	5271	29.136221	-95.059538	1.7	1	311640	375000	2018
77550	5097	29.297901	-94.80789	2.9	1	48710	64900	2018
77550	15464	29.277391	-94.811266	1	1	362920	450000	2018
77550	5140	29.288261	-94.807652	5.3	1	103600	132630	2018
77550	3572	29.294946	-94.80184	4.6	1	55700	67030	2018
77554	10803	29.139295	-95.053324	0.4	1	482900	717040	2018
77550	5097	29.298394	-94.777771	1.5	1	29040	79890	2018
77550	4792	29.28162	-94.801924	3.1	1	144450	165120	2018
77554	9278	29.134183	-95.061731	1.5	1	291330	414000	2018
77554	28401	29.262427	-94.902078	2.3	1	202820	300700	2018
77551	4008	29.284487	-94.816855	3.3	1	107700	124200	2018
77554	6665	29.179882	-94.97532	3.6	1	187110	249980	2018
77551	5968	29.284235	-94.826603	2.3	1	228120	249120	2018
77550	3572	29.284213	-94.810157	1.5	1	79180	92550	2018
77550	5140	29.29673	-94.806664	4	1	26820	43070	2018
77554	5576	29.301298	-94.918481	3.1	1	127500	266900	2018
77551	4182	29.286404	-94.827284	1.6	1	68230	85870	2018
77550	5140	29.284311	-94.802569	2.9	1	178570	197730	2018
77550	2526	29.286879	-94.808863	1.3	1	135640	145140	2018
77551	4225	29.277406	-94.842253	1.5	1	6770	12720	2018
77551	5968	29.280893	-94.824384	4.4	1	61260	86010	2018
77554	4095	29.193389	-94.98494	0.2	1	159950	251400	2018
77550	5097	29.286136	-94.79616	1.5	1	129930	149000	2018
77554	6011	29.295165	-94.917332	1.5	1	181420	256560	2018
77554	6273	29.142938	-95.049155	1.5	1	138160	258090	2018
77551	3833	29.274105	-94.837254	3	1	84450	93860	2018
77554	32975	29.258956	-94.874348	3.5	1	26590	69490	2018
77551	5968	29.284553	-94.823305	2	1	160950	185710	2018
77550	2570	29.300897	-94.779075	1.3	1	53980	62110	2018
77550	2570	29.298375	-94.780253	1.7	1	80350	90000	2018
77554	18295	29.219015	-94.911238	2.4	1	138020	187190	2018
77550	5968	29.317532	-94.771155	2.6	1	95040	121280	2018
77551	5968	29.289083	-94.8241	1.4	1	152190	173190	2018
77550	5968	29.305439	-94.782815	1.6	1	307800	333370	2018
77550	5097	29.299936	-94.782731	3.5	1	55800	74880	2018
77554	8760	29.186741	-94.975468	1.5	1	88650	114600	2018
77554	6578	29.214683	-94.916955	2.7	1	257550	341700	2018
77550	5097	29.290126	-94.796386	3.1	1	138330	157400	2018
77550	6882	29.315342	-94.771755	1.3	1	152670	172590	2018
77551	6273	29.259565	-94.845591	2.3	1	141570	153860	2018
77550	4095	29.300476	-94.778457	2.9	1	88370	103640	2018
77550	2570	29.308382	-94.778864	3.1	1	118790	128370	2018
77551	5968	29.285027	-94.823179	1.5	1	164560	189310	2018
77550	5097	29.300304	-94.781328	2.6	1	123160	142220	2018
77550	3528	29.291682	-94.801822	2.7	1	132360	145710	2018
77554	7187	29.199036	-94.943152	2.2	1	107640	144360	2018
77550	5184	29.293337	-94.806355	2.2	1	103070	122360	2018
77551	6229	29.284712	-94.824567	3	1	88800	115000	2018
77550	7187	29.298108	-94.8071	1.5	1	62080	84000	2018
77551	6186	29.270155	-94.837045	1.7	1	123570	141550	2018
77551	1917	29.278763	-94.837415	3.6	1	46900	51040	2018
77551	4182	29.285931	-94.829088	3.1	1	69850	87490	2018
77550	5619	29.316406	-94.772081	1.2	1	136660	155890	2018
77554	7449	29.184666	-94.977192	3.2	1	75660	97770	2018
77551	2962	29.281195	-94.816853	5.2	1	52670	65050	2018
77554	6708	29.196317	-94.980578	2.8	1	217140	389990	2018
77551	2962	29.281729	-94.821485	2.2	1	49670	68230	2018
77551	2962	29.280175	-94.825214	1.5	1	41820	57570	2018
77550	3267	29.298393	-94.785237	2.3	1	139660	155360	2018
77550	8059	29.320864	-94.772773	1.6	1	265510	295210	2018
77554	5968	29.294748	-94.912856	3.7	1	343120	418260	2018
77551	5968	29.280176	-94.827119	4.5	1	82030	106780	2018
77550	5489	29.316459	-94.768337	2.1	1	107390	143000	2018
77550	8494	29.284745	-94.804575	3	1	81060	110760	2018
77550	5097	29.280479	-94.804871	1.9	1	165780	184850	2018
77554	6229	29.141304	-95.04616	4.3	1	135760	164070	2018
77550	3999	29.297704	-94.783773	2.6	1	122570	135170	2018
77551	6273	29.285185	-94.824981	1	1	123030	149550	2018
77551	3746	29.280507	-94.817403	1.8	1	179530	193460	2018
77551	5968	29.287788	-94.818191	2.8	1	178040	206540	2018
77554	11064	29.22301	-94.918287	1.5	1	307460	498010	2018
77554	4051	29.198393	-94.986728	1.5	1	196190	311030	2018
77550	5140	29.30365	-94.778739	0.1	1	225720	266200	2018
77554	9932	29.202907	-94.941981	1.5	1	229750	281840	2018
77554	6534	29.255843	-94.848818	4.9	1	58300	91180	2018
77554	5314	29.192472	-94.983366	2.5	1	323410	419000	2018
77554	6839	29.134441	-95.05401	1.5	1	255590	305000	2018
77551	5968	29.284376	-94.826061	2.8	1	155250	180000	2018
77554	9248	29.184029	-94.972805	3.2	1	122950	150350	2018
77554	6229	29.145314	-95.042804	2.4	1	193880	222050	2018
77551	8015	29.267817	-94.846513	2.8	1	238230	271980	2018
77550	2091	29.294395	-94.798918	2.7	1	132880	139500	2018
77550	5097	29.300193	-94.778444	2.2	1	125910	142090	2018
77551	4400	29.288337	-94.823333	1.5	1	79030	94780	2018
77550	5097	29.300607	-94.783783	1.1	1	170230	186410	2018
77554	6229	29.283063	-94.871501	2.7	1	169310	224000	2018
77551	5968	29.277488	-94.819813	2.3	1	209680	238180	2018
77550	4792	29.287157	-94.806167	1.5	1	137830	155650	2018
77554	4966	29.296571	-94.927292	2	1	308960	515050	2018
77550	5140	29.29218	-94.815895	0.2	1	55300	71500	2018
77554	6621	29.127773	-95.059076	1.4	1	152660	275870	2018
77554	5968	29.295449	-94.914292	1	1	171380	246520	2018
77551	3093	29.279591	-94.828436	1.5	1	67770	72080	2018
77551	2962	29.284754	-94.826149	3.8	1	19750	32130	2018
77551	3572	29.27659	-94.829264	1.5	1	141310	146320	2018
77550	3311	29.286766	-94.800142	1.5	1	104540	116850	2018
77554	7492	29.292887	-94.861626	1.5	1	89430	112530	2018
77551	6360	29.269389	-94.841363	0.6	1	156090	175810	2018
77550	5881	29.322171	-94.771392	2.6	1	121730	147590	2018
77550	4312	29.294603	-94.790692	4.3	1	182060	198030	2018
77551	5968	29.259463	-94.842657	0.2	1	170110	197710	2018
77550	3615	29.295788	-94.800186	1.5	1	91310	111560	2018
77550	5097	29.286365	-94.796379	0.3	1	215600	234670	2018
77550	7797	29.32236	-94.772249	2.9	1	130910	160350	2018
77550	5140	29.307792	-94.782642	3.1	1	105110	124190	2018
77550	4922	29.293382	-94.797429	4.1	1	82880	101310	2018
77550	5009	29.28458	-94.803627	3.2	1	95720	114800	2018
77551	5968	29.281526	-94.824006	3.8	1	164390	185390	2018
77550	3833	29.284822	-94.801136	2.3	1	103630	118000	2018
77550	2265	29.285366	-94.802109	1.4	1	114440	123000	2018
77551	7100	29.271918	-94.823805	1.5	1	170720	195000	2018
77554	5881	29.284306	-94.872179	1.7	1	187510	232610	2018
77551	5140	29.287272	-94.822249	2.7	1	137630	158920	2018
77551	7667	29.265129	-94.841342	2.9	1	276420	310000	2018
77550	5097	29.290164	-94.795178	1.5	1	126000	145070	2018
77551	5968	29.286583	-94.816216	2.4	1	104210	128960	2018
77554	7462	29.186236	-94.977467	3	1	93290	115400	2018
77554	9278	29.209544	-94.928323	3.7	1	230000	330000	2018
77554	6578	29.191993	-94.981272	3	1	243900	336420	2018
77550	3223	29.282913	-94.80828	2.6	1	113800	125770	2018
77551	5097	29.283186	-94.81407	2.7	1	109040	128100	2018
77554	6186	29.204729	-94.941262	1.9	1	242490	289000	2018
77550	5140	29.292105	-94.809601	2.2	1	140470	159550	2018
77551	5619	29.269467	-94.826056	1.5	1	89060	96960	2018
77554	7449	29.184934	-94.976755	1.9	1	72870	94980	2018
77554	4487	29.224734	-94.919931	1.5	1	284180	361620	2018
77551	5097	29.283336	-94.815168	2.8	1	145180	164250	2018
77554	8799	29.202675	-94.943026	2.1	1	95750	128750	2018
77550	5140	29.295371	-94.789343	3.5	1	127880	147020	2018
77551	1960	29.289553	-94.828421	1.5	1	71850	78850	2018
77551	5097	29.281291	-94.815775	2.4	1	108040	126970	2018
77554	3833	29.198569	-94.987125	1.5	1	223900	339810	2018
77551	4182	29.286714	-94.8261	2.9	1	137360	155000	2018
77554	6403	29.145615	-95.044998	3.8	1	158700	280000	2018
77554	5576	29.295338	-94.920174	1.9	1	365240	475700	2018
77550	5358	29.289479	-94.806195	1.5	1	107580	127630	2018
77551	5968	29.280411	-94.818012	2.9	1	148050	172800	2018
77550	1642	29.284521	-94.804291	1.4	1	61070	68390	2018
77550	2744	29.288831	-94.809564	2.8	1	75170	85350	2018
77551	5968	29.281315	-94.823279	2.8	1	100860	121860	2018
77550	5097	29.299939	-94.784792	2.3	1	87360	106430	2018
77554	5750	29.197127	-94.988802	1.9	1	194950	265350	2018
77551	6186	29.270804	-94.835459	1.1	1	124850	142830	2018
77551	4487	29.282827	-94.82441	1.5	1	104870	120620	2018
77550	5140	29.296481	-94.807613	1.5	1	49780	66030	2018
77554	16466	29.165674	-94.999917	1.6	1	418830	533870	2018
77554	2657	29.188427	-94.981129	1.8	1	60190	120270	2018
77554	5314	29.253898	-94.868214	1.5	1	126620	152390	2018
77554	5489	29.292461	-94.864516	1.5	1	108750	128000	2018
77554	9975	29.12619	-95.067872	1.3	1	117430	134930	2018
77550	9235	29.321674	-94.772773	1.6	1	250990	282730	2018
77551	6142	29.276995	-94.828712	1.5	1	87660	96150	2018
77554	4966	29.233219	-94.889736	1.4	1	340830	420010	2018
77554	5576	29.216642	-94.913226	1.5	1	136510	207910	2018
77554	7623	29.238	-94.884099	1.4	1	52830	55380	2018
77554	5358	29.228323	-94.921576	2.4	1	249590	280060	2018
77554	6882	29.182509	-94.976056	2.6	1	130460	150880	2018
77554	14810	29.297261	-94.913936	3.3	1	345820	479480	2018
77554	6229	29.282553	-94.869376	2.3	1	150750	205440	2018
77550	3833	29.307115	-94.78008	2.9	1	141130	157620	2018
77551	2396	29.279879	-94.822636	1.5	1	97900	107800	2018
77554	6142	29.298087	-94.925871	1.2	1	298480	375260	2018
77551	5968	29.278693	-94.839678	2	1	184600	208000	2018
77554	6229	29.13925	-95.047904	2.7	1	258770	287080	2018
77550	5968	29.31641	-94.770962	0.2	1	141570	167810	2018
77554	9004	29.185091	-94.974146	2.2	1	99370	126050	2018
77550	5097	29.298397	-94.786509	1.5	1	108710	124900	2018
77550	2483	29.29741	-94.807688	1.4	1	19870	27810	2018
77554	6490	29.20414	-94.941608	5.1	1	308140	354680	2018
77551	7013	29.259889	-94.846842	2.4	1	76180	94380	2018
77554	6055	29.142593	-95.052453	3.2	1	309400	457140	2018
77550	3223	29.298261	-94.778277	2.4	1	67330	85690	2018
77551	5489	29.274419	-94.826188	1.5	1	115880	129110	2018
77554	6229	29.138186	-95.046674	1.5	1	87790	116100	2018
77551	7231	29.279041	-94.836738	1.8	1	131450	148850	2018
77551	6186	29.26975	-94.836186	2.4	1	104030	122010	2018
77550	5968	29.316594	-94.770265	1.5	1	142110	168350	2018
77550	7710	29.294135	-94.810201	2.5	1	233910	277310	2018
77551	5663	29.275586	-94.845527	2.4	1	132550	158220	2018
77554	6273	29.30073	-94.916946	2.1	1	345590	476330	2018
77550	5140	29.292077	-94.810764	3.6	1	116020	132210	2018
77550	2570	29.292066	-94.814474	1.5	1	64260	72360	2018
77551	5968	29.288793	-94.823307	1.7	1	158830	183580	2018
77551	2875	29.281371	-94.81695	1.7	1	76630	88520	2018
77554	8799	29.202486	-94.94427	1.6	1	186790	219790	2018
77551	5576	29.27645	-94.844453	1.3	1	136750	162330	2018
77550	6665	29.324222	-94.772736	1.2	1	210190	237480	2018
77554	4792	29.19451	-94.983978	1.7	1	253200	360000	2018
77554	8407	29.201367	-94.939808	3.7	1	218650	351250	2018
77554	7187	29.191184	-94.977331	2.2	1	117320	208630	2018
77551	9187	29.282469	-94.828016	1.5	1	80000	92870	2018
77550	5140	29.286642	-94.801392	3.2	1	159350	178430	2018
77551	5968	29.285658	-94.819687	1.9	1	149090	173840	2018
77551	10106	29.274846	-94.840716	1.7	1	116120	128740	2018
77550	6447	29.315638	-94.772268	1.5	1	192460	211170	2018
77550	8015	29.323983	-94.772753	3.2	1	282170	311850	2018
77554	4095	29.109503	-95.088425	4.4	1	194300	276770	2018
77554	6599	29.190264	-94.97989	2.5	1	125860	193410	2018
77554	6229	29.142505	-95.046116	2	1	89150	117460	2018
77550	3136	29.284012	-94.81118	3.1	1	137650	149300	2018
77550	2526	29.284156	-94.799989	4.1	1	120200	129700	2018
77550	3354	29.293814	-94.808204	3.4	1	47960	60430	2018
77554	6578	29.14021	-95.044321	0.2	1	277290	307090	2018
77550	5097	29.286943	-94.80906	1.5	1	122080	141170	2018
77550	4182	29.286464	-94.798165	2.5	1	97770	113360	2018
77550	2526	29.28895	-94.799817	1.5	1	137030	146450	2018
77554	11326	29.270934	-94.879233	2.7	1	117400	228080	2018
77554	6011	29.2052	-94.936463	2.2	1	204230	254030	2018
77554	20604	29.250687	-94.864106	1.5	1	126240	133340	2018
77550	2526	29.304297	-94.781416	1.5	1	68400	79390	2018
77551	6273	29.276144	-94.816125	3.1	1	261280	296670	2018
77550	5140	29.301408	-94.798163	2.6	1	3350	17860	2018
77550	1481	29.291187	-94.789843	1.5	1	62660	68260	2018
77550	4487	29.293691	-94.806536	1.2	1	133530	150240	2018
77551	3964	29.276216	-94.837826	2.2	1	111150	120950	2018
77554	6229	29.196394	-94.986975	1	1	146280	299150	2018
77551	5968	29.289352	-94.826686	2.3	1	143830	164830	2018
77550	3790	29.292494	-94.807821	3.3	1	133160	147230	2018
77551	1525	29.28718	-94.826363	0.6	1	39560	44870	2018
77554	10237	29.196819	-94.984296	0.4	1	191930	480010	2018
77554	4792	29.194413	-94.984134	1.5	1	184040	290840	2018
77550	2570	29.290578	-94.79312	3.4	1	84870	93000	2018
77550	5009	29.28849	-94.801082	1	1	135740	154820	2018
77554	5184	29.136052	-95.061922	0.3	1	154620	217020	2018
77551	6360	29.269319	-94.841533	1.5	1	188360	208080	2018
77550	2570	29.297018	-94.783015	3.5	1	88780	98360	2018
77554	10019	29.130485	-95.070682	2.3	1	185490	310490	2018
77551	4225	29.282189	-94.817873	0.7	1	120850	138270	2018
77551	3049	29.283723	-94.826471	1.5	1	71140	83820	2018
77550	2570	29.29797	-94.779712	2.3	1	61920	71500	2018
77550	6055	29.31395	-94.768869	0.3	1	211050	231000	2018
77551	4966	29.289748	-94.821674	2	1	153310	173060	2018
77550	1045	29.29369	-94.784877	1.2	1	118510	121880	2018
77550	5576	29.295482	-94.802488	1.3	1	31880	52670	2018
77554	5968	29.141967	-95.042743	1.4	1	238410	265500	2018
77554	5097	29.22588	-94.919926	0.8	1	188470	276140	2018
77554	7231	29.146028	-95.050565	1.5	1	200880	454420	2018
77554	5009	29.135832	-95.059103	1.3	1	299450	359930	2018
77554	27748	29.265503	-94.873073	1.5	1	224180	345960	2018
77550	2396	29.292157	-94.801479	1.5	1	64220	73190	2018
77554	6360	29.218335	-94.910588	2.7	1	279190	399100	2018
77550	5881	29.32203	-94.771924	0.2	1	173510	199370	2018
77554	13286	29.237997	-94.906461	2.3	1	47630	60080	2018
77554	9453	29.14238	-95.050082	4.3	1	180340	360230	2018
77551	5968	29.288901	-94.824791	1.5	1	90000	111000	2018
77551	7100	29.272977	-94.824363	1.5	1	131720	156000	2018
77550	2788	29.285486	-94.798392	1.4	1	112640	122980	2018
77554	6142	29.295966	-94.922509	3.5	1	202370	301500	2018
77554	9975	29.124701	-95.0642	0.8	1	184660	319530	2018
77554	6229	29.141002	-95.050259	2	1	273590	301900	2018
77551	26049	29.27968	-94.842782	1.5	1	185660	351450	2018
77550	2570	29.282513	-94.811057	2.5	1	67950	77490	2018
77554	4095	29.193051	-94.984671	2.5	1	150500	241950	2018
77554	8799	29.201379	-94.942337	3.3	1	105010	138010	2018
77551	6360	29.270452	-94.84071	1.5	1	128150	147870	2018
77550	2047	29.295272	-94.806759	3.9	1	60500	67000	2018
77550	4356	29.294179	-94.807073	3.8	1	92730	108910	2018
77551	1960	29.281995	-94.820475	3.5	1	40310	52690	2018
77554	11326	29.12761	-95.062009	3.5	1	217640	265040	2018
77550	6490	29.315999	-94.771986	3.3	1	156980	179160	2018
77550	5009	29.288891	-94.799554	3.4	1	181910	203880	2018
77550	5097	29.289574	-94.797418	1.5	1	209750	228820	2018
77550	5968	29.322266	-94.771037	1.4	1	114310	140550	2018
77550	4182	29.285814	-94.80729	2.8	1	149310	165210	2018
77550	3398	29.285436	-94.799822	2.2	1	95900	108670	2018
77550	2526	29.300053	-94.778336	2	1	129230	137320	2018
77551	8407	29.266179	-94.840579	1.5	1	225150	264430	2018
77554	8059	29.188857	-94.979683	3.3	1	230540	284530	2018
77551	5968	29.287146	-94.815166	0.5	1	96920	121670	2018
77551	5097	29.291149	-94.821909	3.7	1	127760	148960	2018
77551	3093	29.278703	-94.833181	1.5	1	19900	55550	2018
77554	5968	29.295645	-94.917192	1.3	1	160940	236080	2018
77550	5924	29.286459	-94.801504	1.5	1	172620	194640	2018
77550	4835	29.287187	-94.800379	1.5	1	127850	145940	2018
77554	6403	29.204371	-94.941309	2	1	267630	314160	2018
77554	7187	29.19213	-94.978085	0.9	1	141840	233150	2018
77554	17990	29.262538	-94.876203	2.5	1	99120	122520	2018
77550	1786	29.298882	-94.809585	2.5	1	11250	15350	2018
77550	5097	29.306075	-94.781916	2.2	1	163930	183000	2018
77551	7144	29.265103	-94.840391	3	1	193970	216140	2018
77551	4008	29.278653	-94.815071	2.5	1	138680	158300	2018
77551	1220	29.291649	-94.820384	2.5	1	38690	43850	2018
77551	12240	29.266047	-94.837414	3.4	1	329430	370530	2018
77551	5968	29.285378	-94.820766	2	1	102850	127600	2018
77554	6403	29.217174	-94.913164	1.5	1	152190	233790	2018
77550	3746	29.292433	-94.810261	2.4	1	82250	96210	2018
77550	5009	29.288394	-94.801939	1.5	1	207380	226460	2018
77554	6142	29.203801	-94.94218	0.7	1	264330	310840	2018
77554	6578	29.140326	-95.045789	4	1	197380	227180	2018
77550	7187	29.306528	-94.782323	0.5	1	210280	236060	2018
77551	3136	29.27534	-94.834149	0.7	1	41610	52010	2018
77554	8851	29.189686	-94.980845	0	1	176740	267320	2018
77551	6795	29.274207	-94.824234	1.5	1	159520	182730	2018
77550	5097	29.281675	-94.807472	2.5	1	125200	144180	2018
77554	14985	29.280885	-94.874641	2.9	1	83540	120790	2018
77554	9104	29.227054	-94.922302	0.9	1	182260	233730	2018
77551	2134	29.283932	-94.825615	2.9	1	39730	48640	2018
77550	5097	29.300339	-94.7812	2.7	1	137160	156230	2018
77550	50573	29.324463	-94.773491	3.9	1	390770	591440	2018
77550	4922	29.293374	-94.797461	1.5	1	106950	125380	2018
77551	5968	29.287404	-94.821537	3	1	138580	163340	2018
77554	3572	29.1989	-94.943452	1.4	1	181840	204790	2018
77554	6229	29.237813	-94.882124	2.7	1	274590	309530	2018
77554	3964	29.109708	-95.088636	2.5	1	194300	274090	2018
77550	3136	29.300444	-94.779024	0.3	1	90820	100780	2018
77551	13373	29.288342	-94.832705	1.1	1	147460	164660	2018
77550	828	29.29649	-94.794283	1.5	1	14500	17610	2018
77550	3485	29.305941	-94.781175	1.2	1	104010	118950	2018
77554	6321	29.143908	-95.04754	4.1	1	192830	312950	2018
77551	5968	29.281363	-94.814399	2.8	1	39930	62210	2018
77554	5401	29.139447	-95.053443	1.8	1	255830	372900	2018
77554	35109	29.280977	-94.871437	3	1	307280	401780	2018
77551	6273	29.275669	-94.817929	0.2	1	183820	219210	2018
77550	7667	29.296625	-94.786067	1.5	1	224900	252240	2018
77554	13199	29.14053	-95.045949	1.5	1	155400	215000	2018
77550	1263	29.300222	-94.784213	2.6	1	85750	92930	2018
77551	5968	29.284996	-94.816482	4.3	1	90490	115240	2018
77554	4748	29.25554	-94.866748	1.5	1	165060	207500	2018
77550	9583	29.278577	-94.810016	1.9	1	278990	332990	2018
77551	6578	29.271234	-94.839596	1.1	1	124000	144460	2018
77551	2962	29.277788	-94.822279	3.3	1	56310	68690	2018
77550	5489	29.283831	-94.811721	1.1	1	19580	40000	2018
77551	6578	29.268127	-94.841829	2.4	1	109270	129730	2018
77550	1612	29.285765	-94.804815	1.5	1	80400	86500	2018
77550	5097	29.289848	-94.796358	1.5	1	265590	284660	2018
77554	5489	29.136532	-95.050223	1.5	1	255500	360000	2018
77554	14375	29.281134	-94.878744	2.9	1	407260	472010	2018
77554	16988	29.242347	-94.902391	0.7	1	111270	125830	2018
77554	5445	29.255282	-94.867759	4.1	1	144030	169850	2018
77550	2483	29.294756	-94.793473	2.2	1	75540	84780	2018
77554	4792	29.144336	-95.033831	2.8	1	213190	289990	2018
